Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
31050,31050,produits sucrés,confiseries non chocolatées,Guimauve ou marshmallow,"Candies, marshmallows",2,0,Ambiant (moyenne),LPDE,Pas de préparation,2.45,0.20,1.18,0.14,0.63,3.75,0.16,0.02,0.09,0.30,7.31,58.56,31.39,2.04,25.21,2.56
6260,6260,"viandes, œufs, poissons",autres produits à base de viande,"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru","Burger, beef based, 15% fat, raw",2,0,Glacé,LPDE,Pas de préparation,2.68,1.72,20.24,0.50,1.52,26.96,1.61,0.24,1.05,1.11,54.26,1152.71,152.20,4.21,60.92,9.08
28927,28927,"viandes, œufs, poissons",charcuteries,Haché de volaille,"Poultry, minced meat",2,0,Glacé,PS,Four ,2.67,1.11,7.31,0.71,1.64,22.51,0.98,0.14,0.59,1.78,33.04,412.18,219.21,8.12,93.87,11.85
25009,25009,entrées et plats composés,plats composés,Hachis Parmentier à la viande,Shepherd's pie or cottage pie with meat,2,0,Glacé,PP,Micro onde ,1.97,1.17,13.74,0.39,1.37,18.54,1.07,0.16,0.69,0.78,35.87,754.72,108.90,3.40,50.95,6.99
26090,26090,"viandes, œufs, poissons",poissons cuits,Haddock (fumé) ou églefin fumé,"Haddock, smoked",2,0,Glacé,V (PVC),Pas de préparation,3.10,1.87,10.87,2.46,0.98,224.28,2.25,0.33,0.86,0.63,78.28,25.19,94.45,1.41,161.02,20.08
25413,25413,entrées et plats composés,sandwichs,"Hamburger, provenant de fast food","Hamburger, from fast foods restaurant",2,0,Glacé,LPDE,Four,1.96,1.82,21.13,0.57,2.18,28.19,1.68,0.25,1.10,1.19,56.53,1201.09,161.33,4.48,75.64,9.94
26232,26232,"viandes, œufs, poissons",poissons cuits,"Hareng fumé, à l'huile","Atlantic herring, smoked, in oil",2,0,Glacé,V (PVC),Pas de préparation,3.10,0.30,2.22,0.54,0.40,29.16,0.29,0.04,0.11,0.18,10.00,8.04,24.92,0.73,35.69,5.86
26013,26013,"viandes, œufs, poissons",poissons cuits,"Hareng fumé, au naturel","Atlantic herring, smoked, plain",2,0,Glacé,V (PVC),Pas de préparation,3.03,0.17,1.31,0.31,0.34,15.22,0.15,0.02,0.06,0.12,5.18,4.79,16.48,0.66,23.45,3.41
25998,25998,"viandes, œufs, poissons",poissons cuits,"Hareng fumé, filet, doux","Atlantic herring, smoked, fillet",2,0,Glacé,V (PVC),Pas de préparation,3.10,0.30,2.22,0.54,0.40,29.16,0.29,0.04,0.11,0.18,10.00,8.04,24.92,0.73,35.69,5.86
26238,26238,"viandes, œufs, poissons",poissons crus,"Hareng gras, cru","Atlantic herring, oily, raw",2,0,Glacé,PS,Pas de préparation,3.78,0.30,2.32,0.53,0.34,29.19,0.29,0.04,0.11,0.16,9.99,7.90,20.57,0.36,35.82,5.80
26237,26237,"viandes, œufs, poissons",poissons crus,"Hareng maigre, cru","Atlantic herring, lean, raw",2,0,Glacé,PS,Pas de préparation,3.57,0.30,2.32,0.53,0.34,29.19,0.29,0.04,0.11,0.16,9.99,7.90,20.57,0.36,35.82,5.80
26010,26010,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Hareng mariné ou rollmops,"Atlantic herring, marinated, or rollmops",2,0,Glacé,PS,Pas de préparation,3.78,0.30,2.32,0.53,0.34,29.19,0.29,0.04,0.11,0.16,9.99,7.90,20.57,0.36,35.82,5.80
26011,26011,"viandes, œufs, poissons",poissons crus,"Hareng, cru","Atlantic herring, raw",2,0,Glacé,PS,Pas de préparation,3.57,0.30,2.32,0.53,0.34,29.19,0.29,0.04,0.11,0.16,9.99,7.90,20.57,0.36,35.82,5.80
26012,26012,"viandes, œufs, poissons",poissons cuits,"Hareng, frit","Atlantic herring, fried",2,0,Glacé,PP,Poêle,3.46,0.37,2.83,0.67,0.58,35.66,0.35,0.05,0.13,0.23,12.49,12.61,26.75,0.35,47.38,7.34
26014,26014,"viandes, œufs, poissons",poissons cuits,"Hareng, grillé/poêlé","Atlantic herring, grilled/pan-fried",2,0,Glacé,PP,Poêle,3.46,0.37,2.83,0.67,0.58,35.66,0.35,0.05,0.13,0.23,12.49,12.61,26.75,0.35,47.38,7.34
20063,20063,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot beurre, appertisé, égoutté","Butter bean or yellow bean, canned, drained",2,0,Ambiant (moyenne),Acier,Micro onde ,3.00,0.26,1.19,0.27,2.01,3.83,0.10,0.01,0.03,0.39,3.64,98.57,31.48,7.67,49.97,2.23
20195,20195,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot beurre, cru","Butter bean or yellow bean, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.38,0.13,0.48,0.09,0.35,1.36,0.05,0.01,0.03,0.13,2.98,99.62,11.17,7.43,10.81,1.23
20203,20203,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot beurre, surgelé, cru","Butter bean or yellow bean, frozen, raw",2,0,Congelé,LPDE,Pas de préparation,2.90,0.18,0.84,0.18,1.22,2.46,0.06,0.01,0.03,0.21,2.84,83.85,14.32,6.46,34.25,2.32
20511,20511,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot blanc, appertisé, égoutté","Haricot bean, canned, drained",2,0,Ambiant (moyenne),Acier,Micro onde,3.28,0.18,1.01,0.23,1.88,3.06,0.06,0.01,0.02,0.32,1.80,34.73,25.68,2.93,45.90,1.80
20502,20502,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot blanc, cuit","Haricot bean, cooked",2,0,Glacé,Acier,Micro onde,3.29,0.06,0.28,0.06,0.35,1.08,0.03,0.00,0.01,0.09,1.09,31.87,6.91,2.39,9.53,0.82
20501,20501,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot blanc, sec","Haricot bean, dry",2,0,Ambiant (moyenne),LPDE,Micro onde,3.43,0.05,0.23,0.03,0.14,0.70,0.02,0.00,0.01,0.06,0.98,31.89,3.39,2.40,5.88,0.45
20126,20126,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot de Lima, cru","Lima bean, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.43,0.11,0.76,0.08,0.13,2.78,0.03,0.00,0.01,0.25,11.18,163.20,44.51,0.14,7.78,2.58
20992,20992,aides culinaires et ingrédients divers,algues,"Haricot de mer (Himanthalia elongata), séchée ou déshydratée","Sea thong (Himanthalia elongata), dried or dehydrated",2,0,Ambiant (long),LPDE,Pas de préparation,2.99,1.25,6.55,1.89,12.26,34.82,0.70,0.10,0.12,2.24,11.71,21.75,157.99,4.93,341.43,30.23
20508,20508,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, appertisé, égouttés","Flageolet bean, canned, drained",2,0,Ambiant (moyenne),Acier,Micro onde,3.08,0.17,1.16,0.22,1.62,3.68,0.06,0.00,0.01,0.37,5.28,67.69,39.19,0.54,41.25,2.25
20513,20513,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, cuit","Flageolet bean, cooked",2,0,Glacé,Acier,Micro onde,3.08,0.06,0.44,0.06,0.21,1.75,0.02,0.00,0.01,0.15,4.57,64.76,21.04,0.10,7.50,1.38
20537,20537,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, surgelé","flageolet bean, frozen",2,0,Congelé,LPDE,Micro onde,3.23,0.07,0.49,0.07,0.34,1.63,0.02,0.00,0.01,0.14,4.57,65.01,19.61,0.19,11.45,1.47
20540,20540,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, vert, cuit","Flageolet bean, green, cooked",2,0,Glacé,Acier,Micro onde,3.23,0.06,0.44,0.06,0.21,1.75,0.02,0.00,0.01,0.15,4.57,64.76,21.04,0.10,7.50,1.38
20539,20539,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot flageolet, vert, sec","Flageolet bean, green, dried",2,0,Ambiant (moyenne),LPDE,Micro onde,3.23,0.06,0.42,0.04,0.14,1.42,0.01,0.00,0.00,0.12,4.49,64.85,18.30,0.15,6.98,1.15
20029,20029,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot mungo germé ou pousse de ""soja"", appertisé, égoutté","Mung bean, sprouted or soy spouts, canned, drained",2,0,Ambiant (moyenne),Acier,Pas de préparation,2.78,0.29,1.90,0.27,1.69,6.63,0.08,0.01,0.02,0.64,17.23,241.16,87.81,0.65,47.04,4.60
20183,20183,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot mungo germé ou pousse de ""soja"", cru","Mung bean, sprouted or soy spouts, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.70,0.11,0.76,0.08,0.13,2.78,0.03,0.00,0.01,0.25,11.18,163.20,44.51,0.14,7.78,2.58
20531,20531,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot mungo, cuit","Mung bean, cooked",2,0,Glacé,Acier,Micro onde,3.08,0.06,0.44,0.06,0.21,1.75,0.02,0.00,0.01,0.15,4.57,64.76,21.04,0.10,7.50,1.38
20530,20530,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot mungo, sec","Beans, mung, mature, seeds, dry",2,0,Ambiant (moyenne),LPDE,Pas de préparation,3.35,0.12,0.66,0.09,0.15,3.17,0.05,0.01,0.03,0.14,2.79,74.89,8.26,5.57,11.72,1.00
20269,20269,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot plat, cru","Flat bean, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.32,0.13,0.48,0.09,0.35,1.36,0.05,0.01,0.03,0.13,2.98,99.62,11.17,7.43,10.81,1.23
20524,20524,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot rouge, appertisé, égoutté","Red kidney bean, canned, drained",2,0,Ambiant (moyenne),Acier,Micro onde,3.08,0.17,1.16,0.22,1.62,3.68,0.06,0.00,0.01,0.37,5.28,67.69,39.19,0.54,41.25,2.25
20503,20503,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot rouge, cuit","Red kidney bean, cooked",2,0,Glacé,Acier,Micro onde,3.08,0.06,0.44,0.06,0.21,1.75,0.02,0.00,0.01,0.15,4.57,64.76,21.04,0.10,7.50,1.38
20525,20525,"fruits, légumes, légumineuses et oléagineux",légumineuses,"Haricot rouge, sec","Red kidney bean, dried",2,0,Ambiant (moyenne),LPDE,Micro onde,3.23,0.06,0.42,0.04,0.14,1.42,0.01,0.00,0.00,0.12,4.49,64.85,18.30,0.15,6.98,1.15
20061_1,20061,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert importé par avion, cru","French bean by plane, raw",2,1,Ambiant (moyenne),Pas d'emballage,Réfrigéré chez le consommateur,2.52,0.84,10.32,2.38,1.09,49.71,0.22,0.06,0.21,0.39,19.11,119.06,83.57,8.11,154.42,2.58
20062,20062,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, appertisé, égoutté","French bean, canned, drained",2,0,Ambiant (moyenne),Acier,Micro onde ,2.84,0.28,1.25,0.28,2.01,4.09,0.11,0.01,0.04,0.42,4.25,118.88,34.30,9.16,50.42,2.35
20061_2,20061,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, cru","French bean, raw",2,0,Ambiant (moyenne),Pas d'emballage,Réfrigéré chez le consommateur,2.52,0.14,0.48,0.10,0.40,1.38,0.05,0.01,0.03,0.13,2.98,99.64,11.42,7.44,11.82,1.27
20030,20030,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, cuit","French bean, cooked",2,0,Glacé,PP,Cuisson à l'eau,2.72,0.23,1.20,0.22,1.12,3.19,0.08,0.01,0.04,0.24,3.97,117.25,18.66,8.85,35.88,2.71
20070,20070,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, surgelé, cru","French bean, frozen, raw",2,0,Congelé,LPDE,Pas de préparation,2.59,0.20,0.89,0.19,1.22,2.68,0.07,0.01,0.03,0.23,3.36,101.19,16.73,7.74,34.63,2.43
20071,20071,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricot vert, surgelé, cuit","French bean, frozen, cooked",2,0,Congelé,LPDE,Cuisson à l'eau,2.93,0.25,1.13,0.24,1.55,3.25,0.08,0.01,0.04,0.28,3.96,118.30,20.56,9.09,44.08,2.97
20194,20194,entrées et plats composés,plats composés,"Haricots blancs à la sauce tomate, appertisés","Haricot beans with tomato sauce, canned",2,0,Glacé,Acier,Micro onde ,3.63,0.11,0.57,0.17,1.18,2.21,0.04,0.00,0.01,0.19,1.14,22.41,14.46,1.81,29.51,1.50
20257,20257,"fruits, légumes, légumineuses et oléagineux",légumes,"Haricots verts, purée","French bean, puree",2,0,Glacé,PP,Micro onde,2.72,0.22,1.10,0.20,1.06,3.08,0.08,0.01,0.04,0.23,3.95,117.18,17.92,8.80,33.48,2.63
11112,11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",2,0,Glacé,V (PVC),Pas de préparation,2.98,0.46,3.47,0.26,0.88,14.95,0.22,0.02,0.06,1.14,6.68,18.66,250.81,5.13,48.32,4.34
11060,11060,aides culinaires et ingrédients divers,herbes,"Herbes de Provence, séchées","Provence herbs, dried",2,0,Ambiant (long),Verre,Pas de préparation,3.13,0.17,1.01,0.18,0.62,3.83,0.12,0.01,0.03,0.26,3.86,35.18,20.96,4.58,24.05,3.22
26213,26213,"viandes, œufs, poissons",poissons crus,"Hoki, tout lieu de pêche, cru","Grenadier, from any fishing spot, raw",2,0,Glacé,PS,Pas de préparation,3.68,1.87,10.97,2.45,0.93,224.31,2.25,0.33,0.86,0.61,78.28,25.06,90.11,1.04,161.15,20.02
25403,25403,entrées et plats composés,sandwichs,Hot-dog,Hot-dog,2,0,Glacé,LPDE,Four,2.23,0.85,8.22,0.42,2.26,13.44,0.72,0.10,0.45,0.76,26.21,462.02,96.81,3.27,68.35,6.29
25621,25621,aides culinaires et ingrédients divers,sauces,Houmous,Hummus,2,0,Glacé,V (PVC),Pas de préparation,2.95,0.18,0.97,0.18,0.76,4.51,0.07,0.01,0.04,0.34,8.31,94.30,50.59,3.18,26.08,2.71
17700,17700,matières grasses,huiles et graisses végétales,Huile combinée (mélange d'huiles),Combined oil (blended vegetable oils),2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.27,0.55,2.97,0.29,0.40,12.62,0.45,0.07,0.28,0.95,41.94,586.44,91.44,1.25,28.69,10.73
17701,17701,matières grasses,huiles et graisses végétales,"Huile combinée, mélange d'huile d'olive et de graines",Combined oil (mix of olive oil and seeds oil),2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.70,0.54,1.92,0.21,0.34,12.18,0.35,0.05,0.21,0.71,23.93,227.07,315.29,6.62,24.55,7.04
17040,17040,matières grasses,huiles et graisses végétales,Huile d'arachide,Peanut oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.21,0.86,4.71,0.37,0.40,22.19,0.51,0.07,0.32,1.95,58.68,830.28,210.89,13.29,34.70,13.58
16401,16401,matières grasses,beurres,Huile de beurre ou Beurre concentré,Butter oil or concentrated butter,2,0,Glacé,PP,Pas de préparation,3.65,1.15,15.49,0.51,0.80,25.42,0.84,0.11,0.46,1.92,37.61,481.87,97.21,9.94,56.19,17.74
17130,17130,matières grasses,huiles et graisses végétales,Huile de colza,Rapeseed oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.80,0.48,2.03,0.20,0.36,10.47,0.51,0.07,0.32,0.63,36.01,442.89,46.39,1.36,23.99,7.24
17170,17170,matières grasses,huiles et graisses végétales,Huile de coton,Cottonseed oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,4.08,0.58,2.27,0.24,0.40,8.80,0.17,0.02,0.08,0.92,7.15,214.38,129.66,37.47,30.68,5.49
17630,17630,matières grasses,huiles de poissons,Huile de foie de morue,Cod liver oil,2,0,Ambiant (long),Acier,Pas de préparation,4.02,0.17,1.56,0.25,0.26,12.51,0.15,0.02,0.05,0.25,4.13,6.11,19.35,0.75,25.33,1.44
17650,17650,matières grasses,huiles de poissons,Huile de hareng,Herring oil,2,0,Ambiant (long),Acier,Pas de préparation,4.02,0.17,1.56,0.25,0.26,12.51,0.15,0.02,0.05,0.25,4.13,6.11,19.35,0.75,25.33,1.44
17180,17180,matières grasses,huiles et graisses végétales,Huile de lin,Linseed oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.21,1.22,2.92,0.29,0.38,18.49,1.02,0.15,0.66,4.25,79.54,3207.21,51.80,4.05,31.50,9.83
17190,17190,matières grasses,huiles et graisses végétales,Huile de maïs,Maize/corn oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.80,0.57,3.32,0.20,0.37,13.98,0.44,0.06,0.24,0.93,13.27,163.24,119.00,15.70,28.98,6.47
17210,17210,matières grasses,huiles et graisses végétales,Huile de noisette,Hazelnut oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.21,0.86,4.71,0.37,0.40,22.19,0.51,0.07,0.32,1.95,58.68,830.28,210.89,13.29,34.70,13.58
16150,16150,matières grasses,huiles et graisses végétales,Huile de palme raffinée,"Palm oil, refined",2,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.97,0.42,5.59,0.14,0.30,12.19,0.28,0.02,0.08,0.35,28.43,63.95,152.18,1.74,20.30,3.69
16129,16129,matières grasses,huiles et graisses végétales,"Huile de palme, sans précision",Palm oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.51,0.42,5.59,0.14,0.30,12.19,0.28,0.02,0.08,0.35,28.43,63.95,152.18,1.74,20.30,3.69
17350,17350,matières grasses,huiles et graisses végétales,Huile de pépins de raisin,Grapeseed oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.74,0.48,2.03,0.20,0.36,10.47,0.51,0.07,0.32,0.63,36.01,442.89,46.39,1.36,23.99,7.24
17640,17640,matières grasses,huiles de poissons,Huile de sardine,Sardine oil,2,0,Ambiant (long),Acier,Pas de préparation,4.02,0.17,1.56,0.25,0.26,12.51,0.15,0.02,0.05,0.25,4.13,6.11,19.35,0.75,25.33,1.44
17645,17645,matières grasses,huiles de poissons,Huile de saumon,Salmon oil,2,0,Ambiant (long),Acier,Pas de préparation,4.02,0.17,1.56,0.25,0.26,12.51,0.15,0.02,0.05,0.25,4.13,6.11,19.35,0.75,25.33,1.44
17400,17400,matières grasses,huiles et graisses végétales,Huile de sésame,Sesame oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.74,0.48,2.03,0.20,0.36,10.47,0.51,0.07,0.32,0.63,36.01,442.89,46.39,1.36,23.99,7.24
17420,17420,matières grasses,huiles et graisses végétales,Huile de soja,Soy oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.77,0.39,8.09,0.12,0.30,12.44,0.09,0.01,0.04,0.56,17.97,316.44,41.26,0.56,16.92,3.27
17440,17440,matières grasses,huiles et graisses végétales,Huile de tournesol,Sunflower oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.80,0.57,4.57,0.45,0.50,15.48,0.26,0.04,0.16,1.03,46.73,458.15,174.55,0.68,37.26,16.89
17270,17270,matières grasses,huiles et graisses végétales,Huile d'olive vierge extra,"Olive oil, extra virgin",2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.23,0.60,1.80,0.23,0.36,13.90,0.19,0.03,0.11,0.78,11.85,11.26,584.36,11.90,25.76,6.86
16128,16128,matières grasses,huiles et graisses végétales,"Huile pour friture, sans précision",Frying oil,2,0,Ambiant (long),Bouteille PETE,Pas de préparation,3.74,0.48,2.03,0.20,0.36,10.47,0.51,0.07,0.32,0.63,36.01,442.89,46.39,1.36,23.99,7.24
10035,10035,"viandes, œufs, poissons",mollusques et crustacés crus,"Huître creuse, crue","Pacific oyster, raw",2,0,Glacé,LPDE,Pas de préparation,2.85,0.47,5.18,0.66,1.30,27.21,0.16,0.03,0.10,0.76,9.74,249.26,59.65,1.50,83.59,12.58
10036,10036,"viandes, œufs, poissons",mollusques et crustacés crus,"Huître plate, crue","European oyster, raw",2,0,Glacé,LPDE,Pas de préparation,2.85,0.47,5.18,0.66,1.30,27.21,0.16,0.03,0.10,0.76,9.74,249.26,59.65,1.50,83.59,12.58
10011,10011,"viandes, œufs, poissons",mollusques et crustacés crus,"Huître, sans précision, crue","Oyster, raw",2,0,Glacé,LPDE,Pas de préparation,2.85,0.47,5.18,0.66,1.30,27.21,0.16,0.03,0.10,0.76,9.74,249.26,59.65,1.50,83.59,12.58
53503,53503,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Igname, épluchée, bouillie/cuite à l'eau","Yam or Indian potato, peeled, boiled/cooked in water",2,0,Glacé,Pas d'emballage,Bouilli,2.80,0.14,1.03,0.20,0.62,4.56,0.08,0.01,0.04,0.20,3.69,28.66,24.42,1.50,23.68,2.86
53502,53502,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Igname, épluchée, crue","Yam or Indian potato, peeled, raw",2,0,Glacé,Pas d'emballage,Pas de préparation,2.60,0.09,0.66,0.13,0.35,3.12,0.05,0.01,0.03,0.14,2.57,20.06,16.42,1.02,14.05,1.92
39215,39215,lait et produits laitiers,produits laitiers frais et assimilés,"Ile flottante, rayon frais","Floating island (meringue poached in milk and served in a light custard cream), refrigerated",2,0,Glacé,PP,Pas de préparation,2.36,0.25,1.86,0.18,0.83,4.44,0.20,0.03,0.12,0.29,7.54,93.03,38.13,1.53,28.49,2.38
28905,28905,"viandes, œufs, poissons",charcuteries,Jambon à l'os braisé,Braised ham on the bone,2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,1.20,8.03,0.67,3.68,17.61,1.12,0.16,0.69,1.42,37.21,449.49,175.36,6.67,112.95,9.96
28800,28800,"viandes, œufs, poissons",charcuteries,Jambon cru,"Cured ham, raw",2,0,Glacé,Déjà emballé - PP/PE,Pas de préparation,2.51,1.92,12.65,1.08,6.55,26.19,1.80,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
28801,28801,"viandes, œufs, poissons",charcuteries,"Jambon cru, fumé","Cured ham, raw, smoked",2,0,Glacé,Déjà emballé - PP/PE,Pas de préparation,2.95,1.92,12.65,1.08,6.55,26.19,1.80,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
28804,28804,"viandes, œufs, poissons",charcuteries,"Jambon cru, fumé, allégé en matière grasse","Cured ham, raw, smoked, reduced fat",2,0,Glacé,Déjà emballé - PP/PE,Pas de préparation,2.95,1.92,12.65,1.08,6.55,26.19,1.80,0.26,1.13,2.17,59.89,753.48,285.52,10.36,178.05,17.76
28910,28910,"viandes, œufs, poissons",charcuteries,"Jambon cuit, choix","Cooked ham, choice",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
28912,28912,"viandes, œufs, poissons",charcuteries,"Jambon cuit, choix, avec couenne","Cooked ham, choice, w rind",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
28913,28913,"viandes, œufs, poissons",charcuteries,"Jambon cuit, choix, découenné dégraissé","Cooked ham, choice, rind less and fatless",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
28925,28925,"viandes, œufs, poissons",charcuteries,"Jambon cuit, de Paris, découenné dégraissé","Cooked ham, Parisian-style, rind less and fatless",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
28803,28803,"viandes, œufs, poissons",charcuteries,"Jambon cuit, fumé","Cooked ham, smoked",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
28900,28900,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur","Cooked ham, superior quality",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
28907,28907,"viandes, œufs, poissons",charcuteries,"Jambon cuit, supérieur, à teneur réduite en sel","Cooked ham, superior quality, reduced salt",2,0,Glacé,Déjà emballé - PET,Pas de préparation,2.45,0.95,6.34,0.54,2.94,14.02,0.90,0.13,0.56,1.12,29.69,359.55,138.95,5.33,90.32,7.96
