Code AGB,Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,LCI Name,code saison (0 : hors saison ; 1 : de saison ; 2 : mix de consommation FR),code avion (1 : par avion),Livraison,Matériau d'emballage,Préparation,DQR - Note de qualité de la donnée (1 excellente ; 5 très faible),Score unique EF (mPt/kg de produit),Changement climatique (kg CO2 eq/kg de produit),Appauvrissement de la couche d'ozone (E-06 kg CVC11 eq/kg de produit),Rayonnements ionisants (kBq U-235 eq/kg de produit),Formation photochimique d'ozone (E-03 kg NMVOC eq/kg de produit),Particules (E-06 disease inc./kg de produit),Acidification terrestre et eaux douces (mol H+ eq/kg de produit),Eutrophisation terreste (mol N eq/kg de produit),Eutrophisation eaux douces (E-03 kg P eq/kg de produit),Eutrophisation marine (E-03 kg N eq/kg de produit),Utilisation du sol (Pt/kg de produit),Écotoxicité pour écosystèmes aquatiques d'eau douce (CTUe/kg de produit),Épuisement des ressources eau (m3 depriv./kg de produit),Épuisement des ressources énergétiques (MJ/kg de produit),Épuisement des ressources minéraux (E-06 kg Sb eq/kg de produit)
20207,20207,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou de Bruxelles, surgelé, cuit","Brussels sprout, frozen, cooked",2,0,Congelé,LPDE,Cuisson à l'eau,3.19,0.17,1.25,0.22,1.36,3.59,0.07,0.01,0.03,0.21,4.95,34.37,15.98,0.66,40.71,3.03
25106,25106,entrées et plats composés,plats composés,Chou farci,Stuffed cabbage,2,0,Glacé,PP,Micro onde ,2.42,0.63,4.34,0.41,2.21,10.43,0.54,0.07,0.32,0.75,20.14,238.00,91.97,3.75,68.81,6.10
20218,20218,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou frisé, cru","Curly kale, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.60,0.09,0.70,0.10,0.36,2.05,0.06,0.01,0.03,0.09,4.67,33.57,10.43,0.27,12.17,1.60
20219,20219,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou frisé, cuit","Curly kale, cooked",2,0,Glacé,PP,Cuisson à l'eau,3.00,0.18,1.46,0.22,1.14,3.99,0.08,0.01,0.04,0.20,5.96,40.09,17.79,0.48,37.47,3.14
20280,20280,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou romanesco ou brocoli à pomme, cru","Romanesco cauliflower or romanesco broccoli, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.55,0.09,0.70,0.10,0.36,2.05,0.06,0.01,0.03,0.09,4.67,33.57,10.43,0.27,12.17,1.60
20095,20095,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou rouge, bouilli/cuit à l'eau","Red cabbage, boiled/cooked in water",2,0,Glacé,PP,Bouilli,2.86,0.23,2.06,0.28,1.31,5.37,0.11,0.01,0.05,0.27,8.05,53.42,25.18,0.59,45.52,4.01
20014,20014,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou rouge, cru","Red cabbage, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.60,0.12,1.06,0.13,0.41,2.81,0.07,0.01,0.04,0.14,6.34,44.78,15.72,0.32,14.65,2.07
20069,20069,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou vert, cru","Green cabbage, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.60,0.12,1.06,0.13,0.41,2.81,0.07,0.01,0.04,0.14,6.34,44.78,15.72,0.32,14.65,2.07
20015,20015,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou vert, cuit","Green cabbage, boiled/cooked in water",2,0,Glacé,PP,Bouilli,2.86,0.23,2.06,0.28,1.31,5.37,0.11,0.01,0.05,0.27,8.05,53.42,25.18,0.59,45.52,4.01
25003,25003,entrées et plats composés,plats composés,Choucroute garnie,"Sauerkraut, with garnish",2,0,Glacé,PP,Micro onde ,2.38,0.34,2.26,0.29,1.70,5.93,0.25,0.03,0.15,0.38,11.43,113.21,47.94,1.57,50.68,3.70
25004,25004,entrées et plats composés,plats composés,"Choucroute, sans garniture, égouttée","Sauerkraut, without garnish, drained",2,0,Glacé,PP,Micro onde ,3.05,0.17,1.25,0.19,0.84,4.03,0.10,0.01,0.05,0.17,7.92,51.92,19.31,0.40,28.70,2.64
20016,20016,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou-fleur, cru","Cauliflower, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.09,0.07,0.51,0.08,0.30,1.63,0.05,0.01,0.02,0.07,3.79,27.65,7.42,0.22,10.00,1.31
20017,20017,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou-fleur, cuit","Cauliflower, cooked",2,0,Glacé,PP,Cuisson à l'eau,2.75,0.14,1.13,0.19,0.95,3.23,0.07,0.01,0.03,0.15,4.84,33.04,13.39,0.40,31.18,2.60
20082,20082,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou-fleur, surgelé, cru","Cauliflower, frozen, raw",2,0,Congelé,LPDE,Pas de préparation,2.64,0.15,1.02,0.19,1.24,3.03,0.06,0.01,0.03,0.18,4.24,29.43,13.71,0.56,35.37,2.63
20122,20122,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou-fleur, surgelé, cuit","Cauliflower, frozen, cooked",2,0,Congelé,LPDE,Cuisson à l'eau,2.95,0.18,1.29,0.24,1.56,3.65,0.07,0.01,0.03,0.22,4.99,34.47,17.04,0.71,44.94,3.20
23467,23467,produits céréaliers,pains et viennoiseries,Chouquette,"Chou pastry, sugar coated",2,0,Ambiant (court),PS,Pas de préparation ,2.13,0.33,2.91,0.18,0.65,6.44,0.27,0.04,0.15,0.46,11.08,124.56,43.85,2.82,28.47,3.66
20094,20094,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou-rave, bouilli/cuit à l'eau","Kohlrabi, boiled/cooked in water",2,0,Glacé,PP,Bouilli,2.86,0.15,1.39,0.19,0.72,3.86,0.08,0.01,0.04,0.17,5.89,39.89,15.59,0.37,28.67,2.77
20065,20065,"fruits, légumes, légumineuses et oléagineux",légumes,"Chou-rave, cru","Turnip cabbage, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.70,0.07,0.39,0.07,0.20,1.02,0.02,0.00,0.01,0.08,1.44,10.62,33.20,2.28,7.77,2.65
11003,11003,aides culinaires et ingrédients divers,herbes,"Ciboule ou Ciboulette, fraîche","Chive or spring onion, fresh",2,0,Ambiant (long),LPDE,Pas de préparation,3.75,0.10,0.70,0.08,0.30,1.83,0.03,0.00,0.01,0.14,2.38,19.98,17.84,3.41,15.00,1.57
5022,5022,boissons,boisson alcoolisées,Cidre aromatisé (framboise),Flavoured cider,2,0,Glacé,Déjà emballé - Verre,Réfrigéré chez le consommateur,2.89,0.14,0.98,0.20,0.34,4.25,0.09,0.01,0.02,0.18,1.66,10.36,32.10,3.15,18.70,4.22
5021,5021,boissons,boisson alcoolisées,Cidre bouché demi-sec,"Cider, half-dry",2,0,Glacé,Déjà emballé - Verre,Réfrigéré chez le consommateur,2.89,0.14,0.98,0.20,0.34,4.25,0.09,0.01,0.02,0.18,1.66,10.36,32.10,3.15,18.70,4.22
5006,5006,boissons,boisson alcoolisées,Cidre brut,"Cider, dry",2,0,Glacé,Déjà emballé - Verre,Réfrigéré chez le consommateur,2.89,0.14,0.98,0.20,0.34,4.25,0.09,0.01,0.02,0.18,1.66,10.36,32.10,3.15,18.70,4.22
5007,5007,boissons,boisson alcoolisées,Cidre doux,"Cider, sweet",2,0,Glacé,Déjà emballé - Verre,Réfrigéré chez le consommateur,2.89,0.14,0.98,0.20,0.34,4.25,0.09,0.01,0.02,0.18,1.66,10.36,32.10,3.15,18.70,4.22
5020,5020,boissons,boisson alcoolisées,Cidre traditionnel,Cider,2,0,Glacé,Déjà emballé - Verre,Réfrigéré chez le consommateur,2.89,0.14,0.98,0.20,0.34,4.25,0.09,0.01,0.02,0.18,1.66,10.36,32.10,3.15,18.70,4.22
24360,24360,produits céréaliers,céréales de petit-déjeuner et biscuits,Cigarette,Wafer cookie,2,0,Ambiant (long),Carton,Pas de préparation ,2.49,0.85,8.26,0.41,1.08,16.53,0.71,0.10,0.41,1.31,29.65,368.10,122.84,7.14,48.68,10.21
39530,39530,glaces et sorbets,desserts glacés,Citron givré ou Orange givrée (sorbet),Frosted lemon or orange (sorbet),2,0,Congelé,PP,Pas de préparation,3.45,0.28,2.37,0.24,1.06,5.17,0.18,0.02,0.10,0.41,9.39,95.02,51.50,1.79,35.41,4.87
18220,18220,boissons,boissons sans alcool,"Citron ou Lime, spécialité à diluer pour boissons, sans sucres ajoutés","Lemon or lime base, for beverage, without sugar (to be diluted)",2,0,Ambiant (moyenne),Verre,Pas de préparation,2.41,0.16,0.94,0.15,0.18,3.95,0.10,0.01,0.03,0.19,1.75,24.02,22.56,6.80,14.89,2.67
13067,13067,"fruits, légumes, légumineuses et oléagineux",fruits,"Citron vert ou Lime, pulpe, cru","Lime, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,3.01,0.15,0.53,0.07,0.20,1.66,0.04,0.00,0.02,0.11,1.11,22.31,29.79,11.12,8.66,1.78
13009,13009,"fruits, légumes, légumineuses et oléagineux",fruits,"Citron, pulpe, cru","Lemon, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.46,0.21,0.91,0.11,0.28,2.68,0.06,0.01,0.02,0.18,1.72,30.42,42.71,14.83,12.69,2.56
13125,13125,"fruits, légumes, légumineuses et oléagineux",fruits,"Citron, zeste, cru","Lemon zest, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.70,0.21,0.91,0.11,0.28,2.68,0.06,0.01,0.02,0.18,1.72,30.42,42.71,14.83,12.69,2.56
20166,20166,"fruits, légumes, légumineuses et oléagineux",légumes,"Citrouille, pulpe, crue","Pumpkin, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.49,0.10,0.55,0.09,0.32,1.89,0.03,0.00,0.01,0.11,1.98,6.88,37.86,3.44,12.30,3.87
39216,39216,lait et produits laitiers,produits laitiers frais et assimilés,"Clafoutis aux fruits, rayon frais","Fruits batter-pudding, refrigerated",2,0,Glacé,PP,Pas de préparation,2.19,0.46,1.69,0.25,0.82,8.22,0.15,0.02,0.09,0.49,7.27,54.39,50.38,31.45,32.56,3.79
13082,13082,"fruits, légumes, légumineuses et oléagineux",fruits,"Clémentine, pulpe, crue","Clementine, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.68,0.21,0.71,0.12,0.28,2.74,0.06,0.01,0.03,0.18,1.89,36.44,49.93,14.71,12.78,2.69
11052,11052,aides culinaires et ingrédients divers,épices,Clou de girofle,Cloves,2,0,Ambiant (long),Verre,Pas de préparation,3.56,0.28,0.66,0.18,0.39,4.42,0.08,0.01,0.02,1.25,70.25,691.91,13.87,0.32,19.48,2.31
1012,1012,boissons,boisson alcoolisées,Cocktail à base de rhum,Rum-based cocktail,2,0,Ambiant (moyenne),Verre,Réfrigéré chez le consommateur,2.65,0.14,0.98,0.16,0.25,4.98,0.11,0.01,0.02,0.18,1.86,22.46,19.77,3.51,16.53,2.46
1013,1013,boissons,boisson alcoolisées,Cocktail à base de whisky,Whiskey-based cocktail,2,0,Ambiant (moyenne),Verre,Réfrigéré chez le consommateur,2.68,0.10,0.91,0.15,0.26,5.47,0.11,0.01,0.01,0.14,1.00,14.35,14.18,0.23,16.20,1.99
2008,2008,boissons,boisson alcoolisées,Cocktail sans alcool (à base de jus de fruits et de sirop),"Cocktail, alcohol-free (juices and syrup-based cocktail)",2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.29,0.13,0.95,0.17,0.30,3.76,0.10,0.01,0.02,0.17,1.61,17.82,20.49,3.44,16.99,2.85
1022,1022,boissons,boisson alcoolisées,"Cocktail type punch, 16% alcool","Cocktail, punch type, 16% alcohol",2,0,Glacé,Verre,Réfrigéré chez le consommateur,2.61,0.14,1.08,0.19,0.33,5.30,0.12,0.01,0.02,0.18,1.87,21.46,22.74,2.26,18.74,2.86
20018,20018,"fruits, légumes, légumineuses et oléagineux",légumes,"Coeur de palmier, appertisé, égoutté","Palm heart, canned, drained",2,0,Ambiant (moyenne),Acier,Pas de préparation ,2.97,0.44,2.29,0.39,2.01,8.99,0.22,0.03,0.10,0.65,15.15,210.54,161.51,4.54,59.31,7.71
40058,40058,"viandes, œufs, poissons",viandes crues,"Coeur, agneau, cru","Heart, lamb, raw",2,0,Glacé,PS,Pas de préparation,2.63,2.50,25.88,0.53,0.80,36.11,2.62,0.39,1.73,1.31,81.71,2276.47,197.14,6.41,51.76,9.41
40059,40059,"viandes, œufs, poissons",viandes cuites,"Coeur, agneau, cuit","Heart, lamb, cooked",2,0,Glacé,PS,Four,2.65,3.46,35.54,0.78,1.71,49.67,3.60,0.53,2.37,1.84,112.10,3120.68,273.45,8.92,83.93,13.44
40052,40052,"viandes, œufs, poissons",viandes crues,"Coeur, boeuf, cru","Heart, beef, raw",2,0,Glacé,PS,Pas de préparation,2.21,2.20,26.79,0.51,0.90,33.76,2.13,0.32,1.41,1.19,68.09,1528.96,183.01,4.41,50.84,9.73
40053,40053,"viandes, œufs, poissons",viandes cuites,"Coeur, boeuf, cuit","Heart, beef, cooked",2,0,Glacé,PS,Four,2.24,3.04,36.78,0.75,1.84,46.46,2.93,0.44,1.93,1.68,93.44,2096.06,254.08,6.17,82.67,13.88
40055,40055,"viandes, œufs, poissons",viandes crues,"Coeur, dinde, cru","Heart, turkey, raw",2,0,Glacé,PS,Pas de préparation,3.05,0.21,1.56,0.16,0.34,4.61,0.17,0.02,0.10,0.31,5.58,67.45,37.40,1.46,21.93,2.53
40057,40057,"viandes, œufs, poissons",viandes cuites,"Coeur, dinde, cuit","Heart, turkey, cooked",2,0,Glacé,PS,Four,3.05,0.32,2.21,0.27,1.09,6.50,0.24,0.03,0.13,0.46,7.74,92.76,54.50,2.12,43.04,4.02
40060,40060,"viandes, œufs, poissons",viandes crues,"Coeur, porc, cru","Heart, pork, raw",2,0,Glacé,PS,Pas de préparation,2.47,0.27,1.90,0.18,0.95,4.30,0.23,0.03,0.14,0.27,7.56,91.01,36.62,1.42,30.76,2.27
40054,40054,"viandes, œufs, poissons",viandes crues,"Coeur, poulet, cru","Heart, chicken, raw",2,0,Glacé,PS,Pas de préparation,2.59,0.21,1.56,0.16,0.34,4.61,0.17,0.02,0.10,0.31,5.58,67.45,37.40,1.46,21.93,2.53
40056,40056,"viandes, œufs, poissons",viandes cuites,"Coeur, poulet, cuit","Heart, chicken, cooked",2,0,Glacé,PS,Four,2.61,0.32,2.21,0.27,1.09,6.50,0.24,0.03,0.13,0.46,7.74,92.76,54.50,2.12,43.04,4.02
40062,40062,"viandes, œufs, poissons",viandes crues,"Coeur, veau, cru","Heart, veal, raw",2,0,Glacé,PS,Pas de préparation,2.63,1.74,19.37,0.64,1.19,33.09,1.22,0.18,0.78,1.72,121.73,1186.08,243.65,5.18,82.71,9.86
13010,13010,"fruits, légumes, légumineuses et oléagineux",fruits,"Coing, cru","Quince, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,3.01,0.08,0.49,0.10,0.26,1.98,0.02,0.00,0.01,0.09,0.94,4.84,21.69,2.96,10.37,2.56
18060,18060,boissons,boissons sans alcool,"Cola, non sucré, avec édulcorants","Cola, without sugar and with artificial sweetener(s)",2,0,Glacé,Bouteille PETE,Pas de préparation,2.60,0.08,0.57,0.09,0.30,1.92,0.04,0.00,0.02,0.14,1.15,9.97,11.41,2.50,13.55,2.12
18068,18068,boissons,boissons sans alcool,"Cola, non sucré, avec édulcorants, sans caféine","Cola, without sugar, with artificial sweetener(s) and with caffeine",2,0,Glacé,Bouteille PETE,Pas de préparation,2.60,0.08,0.57,0.09,0.30,1.92,0.04,0.00,0.02,0.14,1.15,9.97,11.41,2.50,13.55,2.12
18018,18018,boissons,boissons sans alcool,"Cola, sucré","Cola, with sugar",2,0,Glacé,Bouteille PETE,Pas de préparation,2.60,0.08,0.57,0.09,0.30,1.92,0.04,0.00,0.02,0.14,1.15,9.97,11.41,2.50,13.55,2.12
18037,18037,boissons,boissons sans alcool,"Cola, sucré, avec édulcorants","Cola, with sugar and artificial sweetener(s)",2,0,Glacé,Bouteille PETE,Pas de préparation,2.60,0.08,0.57,0.09,0.30,1.92,0.04,0.00,0.02,0.14,1.15,9.97,11.41,2.50,13.55,2.12
18067,18067,boissons,boissons sans alcool,"Cola, sucré, sans caféine","Cola, with sugar and without caffeine",2,0,Glacé,Bouteille PETE,Pas de préparation,2.60,0.08,0.57,0.09,0.30,1.92,0.04,0.00,0.02,0.14,1.15,9.97,11.41,2.50,13.55,2.12
13038,13038,"fruits, légumes, légumineuses et oléagineux",fruits,Compote de pomme,Apple compote,2,0,Glacé,PS,Pas de préparation ,1.98,0.12,0.82,0.14,0.69,2.60,0.05,0.01,0.02,0.12,2.35,10.48,19.71,2.27,24.10,2.38
13108,13108,"fruits, légumes, légumineuses et oléagineux",fruits,"Compote, tout type de fruits","Fruits compote, miscellaneous",2,0,Glacé,PS,Pas de préparation ,1.98,0.12,0.75,0.14,0.69,2.37,0.03,0.00,0.01,0.10,1.69,7.07,20.57,3.88,23.61,2.11
13109,13109,"fruits, légumes, légumineuses et oléagineux",fruits,"Compote, tout type de fruits, allégée en sucres","Fruits compote, miscellaneous, reduced sugar",2,0,Glacé,PS,Pas de préparation ,1.98,0.11,0.77,0.15,0.69,2.54,0.03,0.00,0.01,0.10,1.71,6.39,19.77,2.56,23.83,2.59
13129,13129,"fruits, légumes, légumineuses et oléagineux",fruits,"Compote, tout type de fruits, allégée en sucres, rayon frais","Fruits compote, miscellaneous, reduced sugar, refrigerated",2,0,Glacé,PS,Pas de préparation ,1.98,0.11,0.77,0.15,0.69,2.54,0.03,0.00,0.01,0.10,1.71,6.39,19.77,2.56,23.83,2.59
12110,12110,lait et produits laitiers,fromages,Comté,"Comté cheese, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,1.81,0.57,6.27,0.29,0.75,10.56,0.46,0.06,0.27,0.76,19.20,307.32,87.41,2.18,34.66,4.69
20019,20019,"fruits, légumes, légumineuses et oléagineux",légumes,"Concombre, pulpe et peau, cru","Cucumber, pulp and peel, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.53,0.43,4.86,0.18,0.31,19.52,0.31,0.02,0.02,1.50,2.80,17.35,159.09,1.17,42.67,1.75
20210,20210,"fruits, légumes, légumineuses et oléagineux",légumes,"Concombre, pulpe, cru","Cucumber, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.53,0.43,4.86,0.18,0.31,19.52,0.31,0.02,0.02,1.50,2.80,17.35,159.09,1.17,42.67,1.75
24685,24685,produits céréaliers,céréales de petit-déjeuner et biscuits,"Cône ou cornet classique, pour glace","Cone, wafer for ice cream",2,0,Ambiant (long),Carton,Pas de préparation ,2.53,0.45,4.44,0.26,0.86,8.95,0.34,0.05,0.19,0.72,16.03,192.12,68.50,3.66,33.48,5.92
31041,31041,produits sucrés,chocolats et produits à base de chocolat,Confiserie au chocolat dragéifiée,"Chocolate confectionery, sugar coated",2,0,Ambiant (moyenne),Carton,Pas de préparation,2.91,1.21,13.16,0.64,1.08,25.19,0.52,0.07,0.27,1.93,42.66,229.74,328.32,27.42,64.01,18.02
8110,8110,"viandes, œufs, poissons",charcuteries,Confit de canard,Preserved duck,2,0,Glacé,PS,Four ,2.51,1.18,7.75,0.79,2.21,23.69,1.01,0.15,0.60,1.88,34.99,425.15,227.99,8.46,108.66,12.59
8109,8109,"viandes, œufs, poissons",charcuteries,"Confit de canard, viande (cuisse), sans peau, réchauffé","Duck confit (conserved in rendered fat), meat (leg) without skin, reheated",2,0,Glacé,PS,Four ,2.96,1.18,7.75,0.79,2.21,23.69,1.01,0.15,0.60,1.88,34.99,425.15,227.99,8.46,108.66,12.59
8120,8120,"viandes, œufs, poissons",charcuteries,Confit de foie de porc,Preserved pork liver,2,0,Glacé,PS,Pas de préparation,2.91,0.27,1.92,0.19,0.96,4.34,0.24,0.03,0.14,0.27,7.63,91.96,36.99,1.44,31.03,2.29
8125,8125,"viandes, œufs, poissons",charcuteries,Confit de foie de volaille,Preserved poultry liver,2,0,Glacé,PS,Pas de préparation,3.05,0.21,1.58,0.16,0.34,4.66,0.17,0.02,0.10,0.31,5.63,68.16,37.79,1.47,22.11,2.55
31037,31037,produits sucrés,confitures et assimilés,Confiture d'abricot (extra ou classique),"Jam, apricot",2,0,Glacé,Verre,Pas de préparation,2.36,0.22,1.42,0.26,0.80,5.66,0.17,0.02,0.06,0.33,4.78,51.64,51.84,2.04,32.01,4.33
31038,31038,produits sucrés,confitures et assimilés,Confiture de cerise (extra ou classique),"Jam, cherry",2,0,Glacé,Verre,Pas de préparation,2.36,0.54,1.93,0.36,0.83,10.87,0.18,0.02,0.08,0.61,7.45,29.42,60.45,38.33,38.21,5.79
31024,31024,produits sucrés,confitures et assimilés,Confiture de fraise (extra ou classique),"Jam, strawberry",2,0,Glacé,Verre,Pas de préparation,3.16,0.55,1.63,2.20,0.80,5.92,0.23,0.02,0.06,0.37,5.69,37.47,630.38,6.66,34.85,13.71
31062,31062,produits sucrés,confitures et assimilés,Confiture de framboise (extra ou classique),"Jam, raspberry",2,0,Glacé,Verre,Pas de préparation,3.55,0.42,1.73,1.32,0.81,6.74,0.23,0.02,0.06,0.39,5.90,37.47,357.10,5.55,36.32,12.90
31040,31040,produits sucrés,confitures et assimilés,Confiture de lait,Dulce de leche or confiture de lait,2,0,Glacé,Verre,Pas de préparation,2.04,0.24,2.10,0.26,0.82,5.65,0.20,0.02,0.08,0.31,6.61,72.38,37.59,1.32,31.33,3.73
31110,31110,produits sucrés,confitures et assimilés,"Confiture, tout type de fruits, allégée en sucres (extra ou classique)","Jam, reduced sugar",2,0,Glacé,Verre,Pas de préparation,3.16,0.55,1.63,2.20,0.80,5.92,0.23,0.02,0.06,0.37,5.69,37.47,630.38,6.66,34.85,13.71
26127,26127,"viandes, œufs, poissons",poissons crus,"Congre, cru","Conger, raw",2,0,Glacé,PS,Pas de préparation,3.64,1.87,10.97,2.45,0.93,224.31,2.25,0.33,0.86,0.61,78.28,25.06,90.11,1.04,161.15,20.02
24684,24684,produits céréaliers,céréales de petit-déjeuner et biscuits,Cookie aux pépites de chocolat,"Biscuit (cookie), with chocolate drops",2,0,Ambiant (long),Carton,Pas de préparation ,2.20,0.48,4.14,0.30,0.84,10.17,0.27,0.04,0.15,0.71,20.83,136.78,185.73,3.88,33.35,5.43
28850,28850,"viandes, œufs, poissons",charcuteries,Coppa,Coppa,2,0,Glacé,Déjà emballé - PP/PE,Pas de préparation,2.51,2.41,15.91,1.35,8.19,32.81,2.25,0.32,1.41,2.73,74.95,941.90,358.58,12.95,222.62,22.20
25121,25121,entrées et plats composés,plats composés,Coq au vin,Cockerel in red wine sauce,2,0,Glacé,PP,Micro onde ,2.47,0.84,5.87,0.55,1.34,17.15,0.71,0.10,0.42,1.35,25.82,308.51,161.38,6.81,72.10,9.41
10003,10003,"viandes, œufs, poissons",mollusques et crustacés crus,"Coquille Saint-Jacques, noix et corail, crue","Scallop, with coral, raw",2,0,Glacé,PS,Pas de préparation,2.85,1.58,13.70,2.25,2.13,139.27,1.39,0.19,0.52,1.40,49.03,39.06,142.58,2.31,189.64,44.82
10004,10004,"viandes, œufs, poissons",mollusques et crustacés cuits,"Coquille Saint-Jacques, noix et corail, cuite","Scallop, with coral, cooked",2,0,Glacé,PS,Four,2.90,0.28,1.99,0.44,0.98,23.65,0.24,0.03,0.09,0.22,8.09,6.79,20.55,0.50,45.18,8.18
10045,10045,"viandes, œufs, poissons",mollusques et crustacés crus,"Coquille Saint-Jacques, noix, crue","Scallop, without coral, raw",2,0,Glacé,PS,Pas de préparation,3.43,1.58,13.70,2.25,2.13,139.27,1.39,0.19,0.52,1.40,49.03,39.06,142.58,2.31,189.64,44.82
26107,26107,"viandes, œufs, poissons",poissons crus,"Corb, cru","Brown meagre, raw",2,0,Glacé,PS,Pas de préparation,3.68,0.70,4.24,0.81,0.47,64.07,0.66,0.09,0.24,1.05,22.32,13.82,61.61,0.70,62.86,64.63
25089,25089,"viandes, œufs, poissons",autres produits à base de viande,Cordon bleu de volaille,Escalope cordon bleu (topped with a ham slice and Gruyere sauce),2,0,Glacé,PS,Four ,2.52,0.76,5.15,0.53,1.76,15.07,0.63,0.09,0.38,1.18,22.97,284.00,143.79,5.16,75.92,8.12
11094,11094,aides culinaires et ingrédients divers,herbes,"Coriandre, fraiche","Coriander, fresh",2,0,Ambiant (long),LPDE,Pas de préparation,3.75,0.14,1.22,0.13,0.28,4.40,0.05,0.01,0.02,0.21,4.97,14.50,57.15,1.73,19.89,3.11
11026,11026,aides culinaires et ingrédients divers,épices,"Coriandre, graine","Coriander, seed",2,0,Ambiant (long),Verre,Pas de préparation,3.75,0.15,1.17,0.18,0.26,4.92,0.10,0.01,0.02,0.22,4.44,16.49,52.63,1.33,18.90,3.73
23301,23301,produits céréaliers,gâteaux et pâtisseries,Corne de gazelle (pâtisserie orientale aux amandes et sirop),Gazelle horn (oriental pastry with almonds and syrup),2,0,Ambiant (long),PS,Pas de préparation,2.59,0.95,4.22,0.31,0.87,14.51,0.34,0.05,0.17,1.25,23.45,273.62,126.09,56.40,50.91,19.39
26159,26159,"viandes, œufs, poissons",poissons crus,"Coulirou, cru","Bigeye scad, raw",2,0,Glacé,PS,Pas de préparation,3.64,0.29,2.27,0.52,0.34,28.29,0.28,0.04,0.11,0.16,9.68,7.68,20.05,0.36,34.99,5.67
12010,12010,lait et produits laitiers,fromages,Coulommiers,"Coulommiers cheese, from cow's milk",2,0,Glacé,LPDE,Pas de préparation,2.24,0.50,5.49,0.25,0.63,9.15,0.38,0.06,0.24,0.67,16.87,268.83,77.86,2.01,29.39,4.15
39534,39534,glaces et sorbets,desserts glacés,Coupe glacée parfum pêche Melba ou poire Belle-Hélène,"Goblet of ice cream, peach Melba or Belle Helene pear type",2,0,Congelé,PP,Pas de préparation,3.48,0.28,2.59,0.21,1.04,5.49,0.16,0.02,0.09,0.39,17.59,138.55,33.72,1.16,34.58,4.60
39532,39532,glaces et sorbets,desserts glacés,Coupe glacée type café ou chocolat liégeois,"Goblet of ice cream, coffee or chocolate ice cream topped with whipped cream",2,0,Congelé,PP,Pas de préparation,3.11,0.28,2.59,0.21,1.04,5.49,0.16,0.02,0.09,0.39,17.59,138.55,33.72,1.16,34.58,4.60
20138,20138,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge doubeurre (butternut), pulpe, crue","Squash, butternut, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.51,0.10,0.55,0.09,0.32,1.89,0.03,0.00,0.01,0.11,1.98,6.88,37.86,3.44,12.30,3.87
20134,20134,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge hokkaïdo, pulpe, crue","Sweet green hokkaido squash, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.55,0.10,0.52,0.09,0.32,1.77,0.03,0.00,0.01,0.11,1.94,6.66,37.59,3.43,11.92,3.81
20136,20136,"fruits, légumes, légumineuses et oléagineux",légumes,"Courge melonnette, pulpe, crue","Squash, melonnette jaspée from Vendée, pulp, raw",2,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.51,0.10,0.55,0.09,0.32,1.89,0.03,0.00,0.01,0.11,1.98,6.88,37.86,3.44,12.30,3.87
